aib_administrative,aib_administrative_duration,aib_bouncerates,aib_browser,aib_exitrates,importsequencenumber,aib_informational,aib_informational_duration,aib_month,aib_name,aib_onlineshopperintentionid,aib_operatingsystems,aib_pagevalues,aib_productrelated,aib_productrelated_duration,aib_region,aib_revenue,aib_specialday,statuscode,statecode,timezoneruleversionnumber,aib_traffictype,utcconversiontimezonecode,versionnumber,aib_visitortype,aib_weekend,owningbusinessunit
0,0,0.2,2,0.2,7,0,0,Mar,Customer9200,0657214a-cc7d-ea11-a837-000d3af9a8e2,2,0,1,0,2,FALSE,0,Active,Active,,1,,5365089,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
1,58.5,0.01,2,0.04,7,0,0,Dec,Customer9199,0457214a-cc7d-ea11-a837-000d3af9a8e2,2,0,23,1033,3,FALSE,0,Active,Active,,2,,5365088,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.02,2,0.02,7,0,0,Nov,Customer9198,0257214a-cc7d-ea11-a837-000d3af9a8e2,3,0,10,761.75,3,FALSE,0,Active,Active,,2,,5365087,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.09,2,0.1,7,0,0,May,Customer9197,0057214a-cc7d-ea11-a837-000d3af9a8e2,3,0,8,347.67,1,FALSE,0.2,Active,Active,,3,,5365086,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
1,7,0.01,2,0.03,7,0,0,May,Customer9196,fe56214a-cc7d-ea11-a837-000d3af9a8e2,2,1.85,26,933.33,1,FALSE,0,Active,Active,,13,,5365085,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
1,65.5,0.01,2,0.02,7,1,38.5,Nov,Customer9195,fc56214a-cc7d-ea11-a837-000d3af9a8e2,3,0,131,3902.66,3,FALSE,0,Active,Active,,1,,5365084,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
2,77.5,0,2,0.02,7,1,17,Dec,Customer9194,fa56214a-cc7d-ea11-a837-000d3af9a8e2,3,51,46,1066.57,4,TRUE,0,Active,Active,,10,,5365083,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.2,2,0.2,7,0,0,Dec,Customer9193,f856214a-cc7d-ea11-a837-000d3af9a8e2,2,0,1,0,2,FALSE,0,Active,Active,,1,,5365082,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
3,55.75,0,2,0.03,7,0,0,Dec,Customer9192,f656214a-cc7d-ea11-a837-000d3af9a8e2,2,6.19,55,1139.64,3,FALSE,0,Active,Active,,10,,5365081,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,1,0.04,7,0,0,May,Customer9191,f456214a-cc7d-ea11-a837-000d3af9a8e2,4,0,5,164,1,FALSE,0,Active,Active,,1,,5365080,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.02,7,0,0,Dec,Customer9190,f256214a-cc7d-ea11-a837-000d3af9a8e2,2,0,13,226,9,FALSE,0,Active,Active,,8,,5365079,New_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,1,0.07,7,0,0,Nov,Customer9189,f056214a-cc7d-ea11-a837-000d3af9a8e2,1,0,3,578,1,FALSE,0,Active,Active,,1,,5365078,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
4,46.04,0.01,2,0.02,7,4,93.42,Nov,Customer9188,ee56214a-cc7d-ea11-a837-000d3af9a8e2,3,0,75,6057.93,1,TRUE,0,Active,Active,,2,,5365077,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0,7,0,0,May,Customer9187,ec56214a-cc7d-ea11-a837-000d3af9a8e2,2,0,25,375.6,1,FALSE,0.4,Active,Active,,4,,5365076,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
6,175,0.01,2,0.04,7,1,10,May,Customer9186,ea56214a-cc7d-ea11-a837-000d3af9a8e2,2,0,25,2877.5,7,FALSE,0,Active,Active,,1,,5365075,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
1,22,0,2,0.01,7,0,0,Mar,Customer9185,e856214a-cc7d-ea11-a837-000d3af9a8e2,3,0,21,678.27,1,FALSE,0,Active,Active,,2,,5365074,New_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
4,56.25,0,2,0.02,7,0,0,Nov,Customer9184,e656214a-cc7d-ea11-a837-000d3af9a8e2,3,0,10,182.25,6,FALSE,0,Active,Active,,2,,5365073,New_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
4,57,0.01,2,0.03,7,0,0,Mar,Customer9183,e456214a-cc7d-ea11-a837-000d3af9a8e2,1,0,7,591,6,FALSE,0,Active,Active,,6,,5365072,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
10,398.57,0.01,2,0.03,7,1,132,Sep,Customer9182,e256214a-cc7d-ea11-a837-000d3af9a8e2,3,0,24,985.08,1,FALSE,0,Active,Active,,3,,5365071,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.03,2,0.07,7,0,0,Nov,Customer9181,e056214a-cc7d-ea11-a837-000d3af9a8e2,2,0,6,78.75,9,FALSE,0,Active,Active,,3,,5365070,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
5,121.27,0,1,0.01,7,0,0,Nov,Customer9180,de56214a-cc7d-ea11-a837-000d3af9a8e2,1,0,8,114.6,1,FALSE,0,Active,Active,,2,,5365069,New_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
5,154.2,0,2,0.01,7,0,0,Aug,Customer9179,dc56214a-cc7d-ea11-a837-000d3af9a8e2,3,0,12,269.54,1,FALSE,0,Active,Active,,4,,5365068,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.01,7,0,0,Mar,Customer9178,da56214a-cc7d-ea11-a837-000d3af9a8e2,2,92.48,26,1377.77,7,TRUE,0,Active,Active,,2,,5365067,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.01,2,0.02,7,0,0,Nov,Customer9177,d856214a-cc7d-ea11-a837-000d3af9a8e2,2,0,145,4108.81,4,TRUE,0,Active,Active,,2,,5365066,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
9,201.85,0,2,0.01,7,2,20.6,Aug,Customer9176,d656214a-cc7d-ea11-a837-000d3af9a8e2,3,0,43,1458.94,3,FALSE,0,Active,Active,,1,,5365065,New_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.03,7,0,0,Sep,Customer9175,d456214a-cc7d-ea11-a837-000d3af9a8e2,2,0,52,1218.1,3,FALSE,0,Active,Active,,1,,5365064,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
5,92.75,0,2,0,7,1,74.75,Mar,Customer9174,d256214a-cc7d-ea11-a837-000d3af9a8e2,2,0,84,2756.22,9,FALSE,0,Active,Active,,3,,5365063,New_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
4,106,0,6,0.02,7,0,0,Nov,Customer9173,d056214a-cc7d-ea11-a837-000d3af9a8e2,3,0,6,180.42,3,FALSE,0,Active,Active,,2,,5365062,New_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.02,2,0.07,7,0,0,May,Customer9172,ce56214a-cc7d-ea11-a837-000d3af9a8e2,2,0,15,216,6,FALSE,1,Active,Active,,1,,5365061,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.01,1,0.03,7,2,120.5,Dec,Customer9171,cc56214a-cc7d-ea11-a837-000d3af9a8e2,1,0,54,1389.22,1,FALSE,0,Active,Active,,2,,5365060,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.02,2,0.07,7,0,0,May,Customer9170,ca56214a-cc7d-ea11-a837-000d3af9a8e2,2,0,15,1639.5,1,FALSE,0.8,Active,Active,,13,,5365059,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
4,57,0,2,0.02,7,1,0,Mar,Customer9169,c856214a-cc7d-ea11-a837-000d3af9a8e2,4,0,19,479.87,1,FALSE,0,Active,Active,,2,,5365058,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.02,2,0.04,7,0,0,Dec,Customer9168,c656214a-cc7d-ea11-a837-000d3af9a8e2,2,0,8,428.5,1,FALSE,0,Active,Active,,2,,5365057,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
2,42.5,0,13,0,7,2,10,Dec,Customer9167,c456214a-cc7d-ea11-a837-000d3af9a8e2,8,8.67,43,1543.5,9,TRUE,0,Active,Active,,20,,5365056,Other,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
1,18,0,2,0.02,7,0,0,Mar,Customer9166,c256214a-cc7d-ea11-a837-000d3af9a8e2,2,0,24,1571,2,FALSE,0,Active,Active,,3,,5365055,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
5,169.98,0,2,0.01,7,3,106,Nov,Customer9165,c056214a-cc7d-ea11-a837-000d3af9a8e2,3,41.56,90,4792.38,6,TRUE,0,Active,Active,,1,,5365054,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.02,1,0.05,7,0,0,Nov,Customer9164,be56214a-cc7d-ea11-a837-000d3af9a8e2,1,0,9,867,1,FALSE,0,Active,Active,,3,,5365053,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.01,2,0.01,7,0,0,Mar,Customer9163,bc56214a-cc7d-ea11-a837-000d3af9a8e2,2,0,37,1229.77,1,FALSE,0,Active,Active,,3,,5365052,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,4,0.01,7,0,0,May,Customer9162,ba56214a-cc7d-ea11-a837-000d3af9a8e2,2,0,12,582.5,4,FALSE,0,Active,Active,,2,,5365051,New_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
5,175.23,0,2,0.02,7,0,0,Mar,Customer9161,b856214a-cc7d-ea11-a837-000d3af9a8e2,4,0,20,2224.85,8,FALSE,0,Active,Active,,1,,5365050,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
2,36.5,0,2,0.01,7,0,0,Nov,Customer9160,b656214a-cc7d-ea11-a837-000d3af9a8e2,4,10.1,80,2762.77,3,TRUE,0,Active,Active,,2,,5365049,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
8,164.62,0,2,0.01,7,0,0,Nov,Customer9159,b456214a-cc7d-ea11-a837-000d3af9a8e2,2,16.36,43,1110.58,3,TRUE,0,Active,Active,,3,,5365048,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.05,7,0,0,Mar,Customer9158,b256214a-cc7d-ea11-a837-000d3af9a8e2,2,0,4,7,1,FALSE,0,Active,Active,,1,,5365047,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
8,206,0,1,0.02,7,0,0,May,Customer9157,b056214a-cc7d-ea11-a837-000d3af9a8e2,1,0,8,107,6,FALSE,0,Active,Active,,1,,5365046,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.1,2,0.12,7,0,0,Mar,Customer9156,ae56214a-cc7d-ea11-a837-000d3af9a8e2,3,0,4,34,3,FALSE,0,Active,Active,,3,,5365045,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
1,6,0,2,0.01,7,0,0,Nov,Customer9155,ac56214a-cc7d-ea11-a837-000d3af9a8e2,2,0,44,2011.31,1,FALSE,0,Active,Active,,3,,5365044,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,4,0.01,7,0,0,Nov,Customer9154,aa56214a-cc7d-ea11-a837-000d3af9a8e2,2,81.03,36,872.83,1,TRUE,0,Active,Active,,8,,5365043,New_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
5,236.25,0,1,0,7,0,0,May,Customer9153,a856214a-cc7d-ea11-a837-000d3af9a8e2,1,21.08,41,1955.78,6,TRUE,0,Active,Active,,2,,5365042,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.2,2,0.2,7,0,0,Oct,Customer9152,a656214a-cc7d-ea11-a837-000d3af9a8e2,1,0,2,0,2,FALSE,0,Active,Active,,5,,5365041,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.04,2,0.1,7,0,0,June,Customer9151,a456214a-cc7d-ea11-a837-000d3af9a8e2,2,0,9,152.6,1,FALSE,0,Active,Active,,3,,5365040,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
1,19.4,0.03,2,0.04,7,0,0,Nov,Customer9150,a256214a-cc7d-ea11-a837-000d3af9a8e2,3,18.23,18,1077.37,9,FALSE,0,Active,Active,,2,,5365039,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.04,7,0,0,Mar,Customer9149,a056214a-cc7d-ea11-a837-000d3af9a8e2,2,0,5,29,7,FALSE,0,Active,Active,,2,,5365038,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.01,1,0.03,7,0,0,Feb,Customer9148,9e56214a-cc7d-ea11-a837-000d3af9a8e2,1,0,28,1231.23,4,FALSE,0,Active,Active,,3,,5365037,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
9,551.79,0,2,0.01,7,4,124.2,June,Customer9147,9c56214a-cc7d-ea11-a837-000d3af9a8e2,2,0,94,5579.32,5,FALSE,0,Active,Active,,2,,5365036,New_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
6,703.5,0,1,0.02,7,3,23,May,Customer9146,9a56214a-cc7d-ea11-a837-000d3af9a8e2,1,14.39,26,2259.55,1,FALSE,0,Active,Active,,3,,5365035,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.02,7,0,0,May,Customer9145,9856214a-cc7d-ea11-a837-000d3af9a8e2,2,13.99,16,650.83,7,TRUE,0,Active,Active,,2,,5365034,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
6,129.75,0,2,0.01,7,0,0,Mar,Customer9144,9656214a-cc7d-ea11-a837-000d3af9a8e2,2,18.95,42,1173.07,3,TRUE,0,Active,Active,,8,,5365033,New_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
7,230.17,0,5,0.01,7,3,222,Mar,Customer9143,9456214a-cc7d-ea11-a837-000d3af9a8e2,2,0,140,8961.41,2,FALSE,0,Active,Active,,1,,5365032,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.05,2,0.08,7,0,0,Jul,Customer9142,9256214a-cc7d-ea11-a837-000d3af9a8e2,2,0,18,650.13,3,FALSE,0,Active,Active,,4,,5365031,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
24,290.86,0,2,0.02,7,6,529.7,May,Customer9141,9056214a-cc7d-ea11-a837-000d3af9a8e2,2,6.15,178,4339.53,3,FALSE,0.4,Active,Active,,4,,5365030,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
9,97.64,0.01,4,0.01,7,0,0,Mar,Customer9140,8e56214a-cc7d-ea11-a837-000d3af9a8e2,2,0,37,584.6,1,FALSE,0,Active,Active,,3,,5365029,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.01,2,0.02,7,0,0,May,Customer9139,8c56214a-cc7d-ea11-a837-000d3af9a8e2,3,0,22,555.87,3,FALSE,0,Active,Active,,13,,5365028,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
3,43,0,2,0.02,7,0,0,Mar,Customer9138,8a56214a-cc7d-ea11-a837-000d3af9a8e2,3,0,10,427.17,9,FALSE,0,Active,Active,,3,,5365027,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
2,16,0.02,1,0.05,7,0,0,Nov,Customer9137,8856214a-cc7d-ea11-a837-000d3af9a8e2,1,0,10,399,1,FALSE,0,Active,Active,,8,,5365026,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
11,192.85,0,1,0.01,7,0,0,Nov,Customer9136,8656214a-cc7d-ea11-a837-000d3af9a8e2,1,14.46,186,6975.89,3,TRUE,0,Active,Active,,2,,5365025,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
3,54,0.04,2,0.06,7,0,0,May,Customer9135,8456214a-cc7d-ea11-a837-000d3af9a8e2,2,0,26,1296.18,1,FALSE,0,Active,Active,,3,,5365024,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
3,107,0,4,0.01,7,0,0,Mar,Customer9134,8256214a-cc7d-ea11-a837-000d3af9a8e2,2,9.7,45,2502.97,1,FALSE,0,Active,Active,,2,,5365023,New_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.03,7,0,0,Dec,Customer9133,8056214a-cc7d-ea11-a837-000d3af9a8e2,1,0,6,279,3,FALSE,0,Active,Active,,10,,5365022,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.01,2,0.02,7,0,0,Nov,Customer9132,7e56214a-cc7d-ea11-a837-000d3af9a8e2,2,2.38,171,6793.38,1,TRUE,0,Active,Active,,1,,5365021,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.02,1,0.06,7,0,0,June,Customer9131,7c56214a-cc7d-ea11-a837-000d3af9a8e2,4,0,22,347.67,1,FALSE,0,Active,Active,,3,,5365020,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.12,2,0.13,7,0,0,May,Customer9130,7a56214a-cc7d-ea11-a837-000d3af9a8e2,3,0,13,88,1,FALSE,0.6,Active,Active,,3,,5365019,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
3,26,0,2,0.02,7,0,0,May,Customer9129,7856214a-cc7d-ea11-a837-000d3af9a8e2,2,0,2,22,1,FALSE,0.8,Active,Active,,4,,5365018,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.04,7,0,0,Nov,Customer9128,7656214a-cc7d-ea11-a837-000d3af9a8e2,2,0,10,328.5,7,FALSE,0,Active,Active,,6,,5365017,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.06,7,1,0,Nov,Customer9127,7456214a-cc7d-ea11-a837-000d3af9a8e2,2,0,6,504.5,3,FALSE,0,Active,Active,,8,,5365016,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
2,87,0,2,0.01,7,0,0,May,Customer9126,7256214a-cc7d-ea11-a837-000d3af9a8e2,4,0,106,3156.5,3,FALSE,0,Active,Active,,6,,5365015,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
3,90.6,0,2,0.02,7,0,0,Jul,Customer9125,7056214a-cc7d-ea11-a837-000d3af9a8e2,2,0,6,166,8,TRUE,0,Active,Active,,6,,5365014,New_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,1,0.1,7,0,0,Feb,Customer9124,6e56214a-cc7d-ea11-a837-000d3af9a8e2,1,0,2,52,1,FALSE,0,Active,Active,,3,,5365013,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
5,44,0.01,2,0.02,7,0,0,Dec,Customer9123,6c56214a-cc7d-ea11-a837-000d3af9a8e2,2,0,54,1391.73,4,FALSE,0,Active,Active,,1,,5365012,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,4,0.01,7,0,0,Dec,Customer9122,6a56214a-cc7d-ea11-a837-000d3af9a8e2,2,0,10,267.25,7,FALSE,0,Active,Active,,2,,5365011,New_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.2,8,0.2,7,0,0,May,Customer9121,6856214a-cc7d-ea11-a837-000d3af9a8e2,1,0,1,0,7,FALSE,0.4,Active,Active,,4,,5365010,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
1,16,0,2,0.01,7,0,0,Mar,Customer9120,6656214a-cc7d-ea11-a837-000d3af9a8e2,2,28.39,27,1240.92,3,TRUE,0,Active,Active,,1,,5365009,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.1,7,0,0,May,Customer9119,6456214a-cc7d-ea11-a837-000d3af9a8e2,3,0,3,164,1,FALSE,0,Active,Active,,3,,5365008,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
4,83.6,0.01,2,0.03,7,0,0,Aug,Customer9118,6256214a-cc7d-ea11-a837-000d3af9a8e2,1,0,42,3333.08,1,FALSE,0,Active,Active,,2,,5365007,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
6,124.5,0,5,0.01,7,5,132.83,May,Customer9117,6056214a-cc7d-ea11-a837-000d3af9a8e2,2,0,45,901.09,2,FALSE,0,Active,Active,,2,,5365006,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
2,26.67,0,2,0.01,7,0,0,May,Customer9116,5e56214a-cc7d-ea11-a837-000d3af9a8e2,2,14.76,159,1905.65,5,FALSE,0,Active,Active,,2,,5365005,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.01,2,0.04,7,0,0,Jul,Customer9115,5c56214a-cc7d-ea11-a837-000d3af9a8e2,2,0,48,3177.37,5,FALSE,0,Active,Active,,1,,5365004,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
1,61.25,0,2,0.01,7,3,1083,Dec,Customer9114,5a56214a-cc7d-ea11-a837-000d3af9a8e2,2,0,14,2230.5,1,FALSE,0,Active,Active,,2,,5365003,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
5,109.4,0,2,0,7,4,93.6,Nov,Customer9113,5856214a-cc7d-ea11-a837-000d3af9a8e2,3,0,10,427.07,2,FALSE,0,Active,Active,,6,,5365002,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.05,3,0.15,7,0,0,Mar,Customer9112,5656214a-cc7d-ea11-a837-000d3af9a8e2,3,0,3,11,1,FALSE,0,Active,Active,,1,,5365001,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.02,7,0,0,Nov,Customer9111,5456214a-cc7d-ea11-a837-000d3af9a8e2,2,0,46,797.83,3,FALSE,0,Active,Active,,1,,5365000,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
2,418.67,0.02,2,0.02,7,0,0,May,Customer9110,5256214a-cc7d-ea11-a837-000d3af9a8e2,2,23.07,21,1845.67,1,FALSE,0,Active,Active,,5,,5364999,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
2,101.5,0,4,0.01,7,0,0,May,Customer9109,5056214a-cc7d-ea11-a837-000d3af9a8e2,2,0,26,572.88,3,FALSE,0,Active,Active,,2,,5364998,New_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.1,7,0,0,May,Customer9108,4e56214a-cc7d-ea11-a837-000d3af9a8e2,4,0,2,53,4,FALSE,0,Active,Active,,13,,5364997,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,4,0.01,7,0,0,May,Customer9107,4c56214a-cc7d-ea11-a837-000d3af9a8e2,2,0,22,815.83,1,FALSE,0,Active,Active,,1,,5364996,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
3,27,0.01,2,0.06,7,0,0,Nov,Customer9106,4a56214a-cc7d-ea11-a837-000d3af9a8e2,2,0,10,1579.38,1,FALSE,0,Active,Active,,2,,5364995,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
2,28.06,0,2,0.02,7,0,0,June,Customer9105,4856214a-cc7d-ea11-a837-000d3af9a8e2,2,0,73,2260.86,7,FALSE,0,Active,Active,,4,,5364994,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
7,280.27,0,2,0.02,7,0,0,Dec,Customer9104,4656214a-cc7d-ea11-a837-000d3af9a8e2,2,0,11,329.68,7,FALSE,0,Active,Active,,2,,5364993,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
2,7,0,2,0.02,7,0,0,Nov,Customer9103,4456214a-cc7d-ea11-a837-000d3af9a8e2,2,0,63,2219.87,4,FALSE,0,Active,Active,,2,,5364991,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.01,1,0.02,7,0,0,Nov,Customer9102,4256214a-cc7d-ea11-a837-000d3af9a8e2,1,0,14,242.08,1,TRUE,0,Active,Active,,2,,5364990,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.02,8,0.03,7,0,0,Nov,Customer9101,4056214a-cc7d-ea11-a837-000d3af9a8e2,1,0,11,1267.25,2,FALSE,0,Active,Active,,11,,5364989,New_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,1,0,7,0,0,Oct,Customer9100,3e56214a-cc7d-ea11-a837-000d3af9a8e2,4,100.73,29,1970,5,TRUE,0,Active,Active,,2,,5364988,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
1,30,0,2,0.02,7,0,0,Mar,Customer9099,3c56214a-cc7d-ea11-a837-000d3af9a8e2,2,0,7,157.5,3,FALSE,0,Active,Active,,3,,5364987,New_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
1,57.5,0,2,0.01,7,0,0,Dec,Customer9098,3a56214a-cc7d-ea11-a837-000d3af9a8e2,1,87.75,32,534.26,1,TRUE,0,Active,Active,,8,,5364986,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.03,2,0.07,7,0,0,May,Customer9097,3856214a-cc7d-ea11-a837-000d3af9a8e2,2,0,16,200,1,FALSE,0.8,Active,Active,,1,,5364985,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
3,53,0,2,0.01,7,0,0,May,Customer9096,3656214a-cc7d-ea11-a837-000d3af9a8e2,2,0,63,2461.25,8,FALSE,0,Active,Active,,3,,5364984,New_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,1,0.02,7,1,8,Dec,Customer9095,3456214a-cc7d-ea11-a837-000d3af9a8e2,4,0,31,651.67,1,FALSE,0,Active,Active,,2,,5364983,New_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
