aibtest_age,aibtest_b,aibtest_chas,aibtest_crim,aibtest_dis,aibtest_indus,aibtest_lstat,aibtest_medv,new_expl_3c39f59f_770a_4b1d_baf1_65f95da65b00,new_pred_3c39f59f_770a_4b1d_baf1_65f95da65b00,new_p1_3c39f59f_770a_4b1d_baf1_65f95da65b00,aibtest_nox,aibtest_ptratio,aibtest_rad,aibtest_rm,aibtest_tax,aibtest_uci_boston_housingid,aibtest_zn,importsequencenumber,aibtest_uci_boston_housing_name,statuscode,statecode,timezoneruleversionnumber,utcconversiontimezonecode,versionnumber,organizationid
82.5,378.38,0,5.29,2.17,18.1,18.76,23.2,,,,0.7,20.2,24,6.05,666,231e0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390226,d9024a18-5ac4-4fcd-8db4-e74652d96d30
97,394.43,0,6.96,1.93,18.1,17.11,15.1,,,,0.7,20.2,24,5.71,666,211e0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390225,d9024a18-5ac4-4fcd-8db4-e74652d96d30
98.9,396.9,0,8.15,1.73,18.1,20.85,11.5,,,,0.7,20.2,24,5.39,666,201e0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390224,d9024a18-5ac4-4fcd-8db4-e74652d96d30
100,372.92,0,14.33,1.59,18.1,30.62,10.2,,,,0.7,20.2,24,4.88,666,1e1e0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390223,d9024a18-5ac4-4fcd-8db4-e74652d96d30
89.5,396.9,0,22.6,1.52,18.1,31.99,7.4,,,,0.7,20.2,24,5,666,1a1e0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390222,d9024a18-5ac4-4fcd-8db4-e74652d96d30
100,396.9,0,24.39,1.47,18.1,28.28,10.5,,,,0.7,20.2,24,4.65,666,161e0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390221,d9024a18-5ac4-4fcd-8db4-e74652d96d30
98.1,396.9,0,16.81,1.43,18.1,30.81,7.2,,,,0.7,20.2,24,5.28,666,111e0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390220,d9024a18-5ac4-4fcd-8db4-e74652d96d30
91.2,285.83,0,20.08,1.44,18.1,30.63,8.8,,,,0.7,20.2,24,4.37,666,0e1e0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390219,d9024a18-5ac4-4fcd-8db4-e74652d96d30
100,396.9,0,7.99,1.53,18.1,24.56,12.3,,,,0.7,20.2,24,5.52,666,0d1e0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390218,d9024a18-5ac4-4fcd-8db4-e74652d96d30
100,396.9,0,9.19,1.58,18.1,23.6,11.3,,,,0.7,20.2,24,5.54,666,0b1e0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390217,d9024a18-5ac4-4fcd-8db4-e74652d96d30
99.1,396.9,0,15.87,1.52,18.1,21.08,10.9,,,,0.67,20.2,24,6.54,666,091e0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390216,d9024a18-5ac4-4fcd-8db4-e74652d96d30
91.9,396.9,0,88.98,1.42,18.1,17.21,10.4,,,,0.67,20.2,24,6.97,666,081e0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390215,d9024a18-5ac4-4fcd-8db4-e74652d96d30
100,393.74,0,17.87,1.39,18.1,21.78,10.2,,,,0.67,20.2,24,6.22,666,071e0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390214,d9024a18-5ac4-4fcd-8db4-e74652d96d30
96.2,396.9,0,23.65,1.39,18.1,23.69,13.1,,,,0.67,20.2,24,6.38,666,061e0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390213,d9024a18-5ac4-4fcd-8db4-e74652d96d30
98.8,396.9,0,9.82,1.36,18.1,21.24,13.3,,,,0.67,20.2,24,6.79,666,041e0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390212,d9024a18-5ac4-4fcd-8db4-e74652d96d30
93.3,363.02,0,15.29,1.34,18.1,23.24,13.9,,,,0.67,20.2,24,6.65,666,031e0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390211,d9024a18-5ac4-4fcd-8db4-e74652d96d30
97.9,396.9,0,19.61,1.32,18.1,13.44,15,,,,0.67,20.2,24,7.31,666,011e0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390210,d9024a18-5ac4-4fcd-8db4-e74652d96d30
100,396.9,0,18.5,1.14,18.1,37.97,13.8,,,,0.67,20.2,24,4.14,666,001e0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390209,d9024a18-5ac4-4fcd-8db4-e74652d96d30
100,396.9,0,11.11,1.17,18.1,34.77,13.8,,,,0.67,20.2,24,4.91,666,ff1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390207,d9024a18-5ac4-4fcd-8db4-e74652d96d30
89.6,347.88,1,8.27,1.13,18.1,8.88,50,,,,0.67,20.2,24,5.88,666,fe1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390206,d9024a18-5ac4-4fcd-8db4-e74652d96d30
100,366.15,0,9.23,1.17,18.1,9.53,50,,,,0.63,20.2,24,6.22,666,fc1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390205,d9024a18-5ac4-4fcd-8db4-e74652d96d30
97.5,392.05,1,6.54,1.2,18.1,2.96,50,,,,0.63,20.2,24,7.02,666,fb1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390204,d9024a18-5ac4-4fcd-8db4-e74652d96d30
96.8,375.33,1,5.67,1.36,18.1,3.73,50,,,,0.63,20.2,24,6.68,666,f81d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390203,d9024a18-5ac4-4fcd-8db4-e74652d96d30
100,375.52,0,4.9,1.33,18.1,3.26,50,,,,0.63,20.2,24,4.97,666,f71d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390202,d9024a18-5ac4-4fcd-8db4-e74652d96d30
100,131.42,0,13.52,1.51,18.1,13.33,23.1,,,,0.63,20.2,24,3.86,666,f61d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390201,d9024a18-5ac4-4fcd-8db4-e74652d96d30
91.4,316.03,0,3.7,1.75,18.1,14,21.9,,,,0.72,20.2,24,4.96,666,f41d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390200,d9024a18-5ac4-4fcd-8db4-e74652d96d30
87.9,354.7,0,4.56,1.61,18.1,7.12,27.5,,,,0.72,20.2,24,3.56,666,f11d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390199,d9024a18-5ac4-4fcd-8db4-e74652d96d30
82.9,354.55,1,3.47,1.9,18.1,5.29,21.9,,,,0.72,20.2,24,8.78,666,f01d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390198,d9024a18-5ac4-4fcd-8db4-e74652d96d30
89,353.04,1,4.22,1.9,18.1,14.64,16.8,,,,0.77,20.2,24,5.8,666,ef1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390197,d9024a18-5ac4-4fcd-8db4-e74652d96d30
96.2,380.79,0,3.68,2.1,18.1,10.19,20.8,,,,0.77,20.2,24,5.36,666,ee1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390196,d9024a18-5ac4-4fcd-8db4-e74652d96d30
91.1,350.65,0,3.84,2.3,18.1,14.19,19.9,,,,0.77,20.2,24,6.25,666,ed1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390195,d9024a18-5ac4-4fcd-8db4-e74652d96d30
88,374.56,0,4.54,2.52,18.1,7.79,25,,,,0.77,20.2,24,6.4,666,ec1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390194,d9024a18-5ac4-4fcd-8db4-e74652d96d30
81.3,390.74,0,4.26,2.51,18.1,12.67,22.6,,,,0.77,20.2,24,6.11,666,eb1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390193,d9024a18-5ac4-4fcd-8db4-e74652d96d30
83.4,395.43,1,5.2,2.72,18.1,11.48,22.7,,,,0.77,20.2,24,6.13,666,ea1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390192,d9024a18-5ac4-4fcd-8db4-e74652d96d30
91,391.34,1,3.85,2.51,18.1,13.27,21.7,,,,0.77,20.2,24,6.4,666,e91d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390191,d9024a18-5ac4-4fcd-8db4-e74652d96d30
97.4,377.73,1,8.98,2.12,18.1,17.6,17.8,,,,0.77,20.2,24,6.21,666,e71d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390190,d9024a18-5ac4-4fcd-8db4-e74652d96d30
19.5,376.04,0,0.11,10.59,1.91,5.57,20.6,,,,0.41,22,4,5.94,334,e61d0bf0-c96e-ea11-a811-000d3af77de6,80,,,Active,Active,,,3390189,d9024a18-5ac4-4fcd-8db4-e74652d96d30
21.9,382.8,0,0.04,10.59,1.91,8.05,18.2,,,,0.41,22,4,5.66,334,e41d0bf0-c96e-ea11-a811-000d3af77de6,80,,,Active,Active,,,3390188,d9024a18-5ac4-4fcd-8db4-e74652d96d30
36.1,384.46,0,0.02,12.13,2.02,4.5,30.1,,,,0.41,17,5,6.73,187,e31d0bf0-c96e-ea11-a811-000d3af77de6,90,,,Active,Active,,,3390187,d9024a18-5ac4-4fcd-8db4-e74652d96d30
18.5,392.33,0,0.07,10.71,1.69,7.79,18.6,,,,0.41,18.3,4,5.88,411,e21d0bf0-c96e-ea11-a811-000d3af77de6,60,,,Active,Active,,,3390186,d9024a18-5ac4-4fcd-8db4-e74652d96d30
35.9,370.78,0,0.08,10.71,1.69,5.49,24.1,,,,0.41,18.3,4,6.58,411,e11d0bf0-c96e-ea11-a811-000d3af77de6,60,,,Active,Active,,,3390185,d9024a18-5ac4-4fcd-8db4-e74652d96d30
44.4,396.9,0,0.06,8.79,1.25,5.98,22.9,,,,0.43,19.7,1,6.49,335,df1d0bf0-c96e-ea11-a811-000d3af77de6,40,,,Active,Active,,,3390184,d9024a18-5ac4-4fcd-8db4-e74652d96d30
34.5,389.85,0,0.03,8.79,1.25,5.89,26.6,,,,0.43,19.7,1,6.94,335,dd1d0bf0-c96e-ea11-a811-000d3af77de6,40,,,Active,Active,,,3390183,d9024a18-5ac4-4fcd-8db4-e74652d96d30
29.7,390.94,0,0.02,8.34,2.01,5.99,24.5,,,,0.44,17,4,6.64,280,da1d0bf0-c96e-ea11-a811-000d3af77de6,80,,,Active,Active,,,3390182,d9024a18-5ac4-4fcd-8db4-e74652d96d30
27.7,392.43,0,0.02,8.54,4.15,6.36,23.1,,,,0.43,17.9,4,6.52,351,d91d0bf0-c96e-ea11-a811-000d3af77de6,85,,,Active,Active,,,3390181,d9024a18-5ac4-4fcd-8db4-e74652d96d30
52.3,364.61,0,0.06,8.01,4.39,12.67,17.2,,,,0.44,18.8,3,5.9,352,d71d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390180,d9024a18-5ac4-4fcd-8db4-e74652d96d30
48.5,385.64,0,0.03,8.01,4.39,10.53,17.5,,,,0.44,18.8,3,6.01,352,d51d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390179,d9024a18-5ac4-4fcd-8db4-e74652d96d30
28.1,387.97,0,0.03,6.47,3.78,4.61,31.2,,,,0.48,17.6,5,6.87,370,d41d0bf0-c96e-ea11-a811-000d3af77de6,55,,,Active,Active,,,3390178,d9024a18-5ac4-4fcd-8db4-e74652d96d30
56.4,396.9,0,0.03,5.73,3.78,7.18,23.9,,,,0.48,17.6,5,6.7,370,d31d0bf0-c96e-ea11-a811-000d3af77de6,55,,,Active,Active,,,3390177,d9024a18-5ac4-4fcd-8db4-e74652d96d30
59.7,389.96,0,0.02,6.27,1.89,8.65,16.5,,,,0.52,15.9,1,6.54,422,d21d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390176,d9024a18-5ac4-4fcd-8db4-e74652d96d30
49.3,394.74,0,0.01,7.04,1.52,5.49,32.7,,,,0.44,15.5,1,7.24,284,d01d0bf0-c96e-ea11-a811-000d3af77de6,35,,,Active,Active,,,3390175,d9024a18-5ac4-4fcd-8db4-e74652d96d30
58.5,396.9,0,0.06,4.81,5.19,9.29,18.7,,,,0.52,20.2,5,5.97,224,cf1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390174,d9024a18-5ac4-4fcd-8db4-e74652d96d30
45.4,396.9,0,0.05,4.81,5.19,9.74,19,,,,0.52,20.2,5,5.98,224,ce1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390173,d9024a18-5ac4-4fcd-8db4-e74652d96d30
37.3,396.14,0,0.03,4.81,5.19,8.51,20.6,,,,0.52,20.2,5,6.06,224,cd1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390172,d9024a18-5ac4-4fcd-8db4-e74652d96d30
59.6,394.81,0,0.03,5.62,5.19,10.56,18.5,,,,0.52,20.2,5,5.9,224,cc1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390171,d9024a18-5ac4-4fcd-8db4-e74652d96d30
46.3,396.9,0,0.03,5.23,5.19,9.8,19.5,,,,0.52,20.2,5,5.87,224,c91d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390170,d9024a18-5ac4-4fcd-8db4-e74652d96d30
34.5,396.9,0,0.04,5.99,5.19,8.01,21.1,,,,0.52,20.2,5,6.04,224,c81d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390169,d9024a18-5ac4-4fcd-8db4-e74652d96d30
38.5,389.4,0,0.04,6.46,5.19,6.75,20.7,,,,0.52,20.2,5,6.31,224,c71d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390168,d9024a18-5ac4-4fcd-8db4-e74652d96d30
38.1,389.71,0,0.05,6.46,5.19,5.68,22.2,,,,0.52,20.2,5,6.32,224,c61d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390167,d9024a18-5ac4-4fcd-8db4-e74652d96d30
23.3,362.25,0,0.03,6.64,6.06,7.83,19.4,,,,0.44,16.9,1,6.03,304,c41d0bf0-c96e-ea11-a811-000d3af77de6,35,,,Active,Active,,,3390166,d9024a18-5ac4-4fcd-8db4-e74652d96d30
28.4,394.02,0,0.05,6.64,6.06,12.43,17.1,,,,0.44,16.9,1,5.71,304,c31d0bf0-c96e-ea11-a811-000d3af77de6,35,,,Active,Active,,,3390165,d9024a18-5ac4-4fcd-8db4-e74652d96d30
32.2,368.57,0,0.05,5.87,3.24,9.09,19.8,,,,0.46,16.9,4,6.14,430,c21d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390164,d9024a18-5ac4-4fcd-8db4-e74652d96d30
17.2,375.21,0,0.07,5.21,3.24,7.34,22.6,,,,0.46,16.9,4,6.33,430,c11d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390163,d9024a18-5ac4-4fcd-8db4-e74652d96d30
25.8,382.44,0,0.07,5.21,3.24,9.97,19.3,,,,0.46,16.9,4,5.87,430,c01d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390162,d9024a18-5ac4-4fcd-8db4-e74652d96d30
43.7,396.9,0,0.24,5.42,7.38,12.79,22.2,,,,0.49,19.6,5,6.08,287,bf1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390161,d9024a18-5ac4-4fcd-8db4-e74652d96d30
28.9,396.9,0,0.3,5.42,7.38,6.15,23,,,,0.49,19.6,5,6.31,287,be1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390160,d9024a18-5ac4-4fcd-8db4-e74652d96d30
14.7,393.68,0,0.19,5.42,7.38,5.08,24.6,,,,0.49,19.6,5,6.43,287,bd1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390159,d9024a18-5ac4-4fcd-8db4-e74652d96d30
40.1,396.9,0,0.34,4.72,7.38,6.12,25,,,,0.49,19.6,5,6.42,287,bc1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390158,d9024a18-5ac4-4fcd-8db4-e74652d96d30
74.3,391.13,0,0.28,4.72,7.38,11.74,18.5,,,,0.49,19.6,5,5.71,287,bb1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390157,d9024a18-5ac4-4fcd-8db4-e74652d96d30
49.9,396.9,0,0.35,4.72,7.38,7.7,20.4,,,,0.49,19.6,5,6.04,287,ba1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390156,d9024a18-5ac4-4fcd-8db4-e74652d96d30
54.3,396.9,0,0.18,4.54,7.38,6.87,23.1,,,,0.49,19.6,5,6.38,287,b91d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390155,d9024a18-5ac4-4fcd-8db4-e74652d96d30
52.3,396.9,0,0.17,4.54,7.38,7.2,23.8,,,,0.49,19.6,5,6.43,287,b81d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390154,d9024a18-5ac4-4fcd-8db4-e74652d96d30
58.8,396.23,0,0.48,4,9.9,12.73,21,,,,0.54,18.4,4,6.11,304,b71d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390153,d9024a18-5ac4-4fcd-8db4-e74652d96d30
67.2,395.21,0,0.4,3.53,9.9,10.36,23.1,,,,0.54,18.4,4,6.38,304,b41d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390152,d9024a18-5ac4-4fcd-8db4-e74652d96d30
71.7,396.9,0,0.25,4.03,9.9,15.94,19.8,,,,0.54,18.4,4,5.78,304,b31d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390151,d9024a18-5ac4-4fcd-8db4-e74652d96d30
83.2,390.7,0,0.32,4,9.9,18.33,17.8,,,,0.54,18.4,4,5.91,304,b21d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390150,d9024a18-5ac4-4fcd-8db4-e74652d96d30
77.7,396.42,0,0.25,3.94,9.9,11.5,16.2,,,,0.54,18.4,4,5.7,304,b11d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390149,d9024a18-5ac4-4fcd-8db4-e74652d96d30
87.3,395.69,0,0.37,3.6,9.9,9.28,23.8,,,,0.54,18.4,4,6.57,304,b01d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390148,d9024a18-5ac4-4fcd-8db4-e74652d96d30
82.8,393.39,0,0.27,3.26,9.9,7.9,21.6,,,,0.54,18.4,4,6.27,304,af1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390147,d9024a18-5ac4-4fcd-8db4-e74652d96d30
90.4,396.3,0,0.26,2.83,9.9,11.72,19.4,,,,0.54,18.4,4,6.02,304,ad1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390146,d9024a18-5ac4-4fcd-8db4-e74652d96d30
52.8,396.9,0,0.79,2.64,9.9,5.98,22.1,,,,0.54,18.4,4,6.12,304,ac1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390145,d9024a18-5ac4-4fcd-8db4-e74652d96d30
37.8,350.45,0,2.64,2.52,9.9,12.64,16.1,,,,0.54,18.4,4,4.97,304,aa1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390144,d9024a18-5ac4-4fcd-8db4-e74652d96d30
76.7,396.24,0,0.35,3.1,9.9,9.97,20.3,,,,0.54,18.4,4,5.97,304,a71d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390143,d9024a18-5ac4-4fcd-8db4-e74652d96d30
82.5,396.9,0,0.49,3.32,9.9,4.54,22.8,,,,0.54,18.4,4,6.64,304,a41d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390142,d9024a18-5ac4-4fcd-8db4-e74652d96d30
70.3,396.9,0,0.05,3.18,2.18,7.53,28.2,,,,0.47,18.4,7,6.85,222,a21d0bf0-c96e-ea11-a811-000d3af77de6,33,,,Active,Active,,,3390141,d9024a18-5ac4-4fcd-8db4-e74652d96d30
71.9,396.9,0,0.08,3.1,2.18,6.47,33.4,,,,0.47,18.4,7,7.42,222,9f1d0bf0-c96e-ea11-a811-000d3af77de6,33,,,Active,Active,,,3390140,d9024a18-5ac4-4fcd-8db4-e74652d96d30
58.1,393.36,0,0.05,3.37,2.18,8.93,28.4,,,,0.47,18.4,7,6.62,222,9d1d0bf0-c96e-ea11-a811-000d3af77de6,33,,,Active,Active,,,3390139,d9024a18-5ac4-4fcd-8db4-e74652d96d30
41.1,393.68,0,0.06,4.02,2.18,6.93,36.1,,,,0.47,18.4,7,7.24,222,9c1d0bf0-c96e-ea11-a811-000d3af77de6,33,,,Active,Active,,,3390138,d9024a18-5ac4-4fcd-8db4-e74652d96d30
17.7,390.43,0,0.1,5.49,6.09,4.86,33.1,,,,0.43,16.1,7,6.98,329,9b1d0bf0-c96e-ea11-a811-000d3af77de6,34,,,Active,Active,,,3390137,d9024a18-5ac4-4fcd-8db4-e74652d96d30
18.4,383.61,0,0.09,5.49,6.09,8.67,26.4,,,,0.43,16.1,7,6.5,329,9a1d0bf0-c96e-ea11-a811-000d3af77de6,34,,,Active,Active,,,3390136,d9024a18-5ac4-4fcd-8db4-e74652d96d30
40.4,395.75,0,0.04,5.49,6.09,9.5,22,,,,0.43,16.1,7,6.59,329,991d0bf0-c96e-ea11-a811-000d3af77de6,34,,,Active,Active,,,3390135,d9024a18-5ac4-4fcd-8db4-e74652d96d30
47.4,390.86,0,0.04,7.83,2.24,6.07,24.8,,,,0.4,14.8,5,6.87,358,981d0bf0-c96e-ea11-a811-000d3af77de6,70,,,Active,Active,,,3390134,d9024a18-5ac4-4fcd-8db4-e74652d96d30
10,371.58,0,0.06,7.83,2.24,4.74,29,,,,0.4,14.8,5,7.04,358,971d0bf0-c96e-ea11-a811-000d3af77de6,70,,,Active,Active,,,3390133,d9024a18-5ac4-4fcd-8db4-e74652d96d30
20.1,368.24,0,0.06,7.83,2.24,4.97,22.5,,,,0.4,14.8,5,6.34,358,961d0bf0-c96e-ea11-a811-000d3af77de6,70,,,Active,Active,,,3390132,d9024a18-5ac4-4fcd-8db4-e74652d96d30
58,396.9,0,0.14,6.32,13.92,15.84,20.3,,,,0.44,16,4,5.79,289,951d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390131,d9024a18-5ac4-4fcd-8db4-e74652d96d30
51,392.85,0,0.05,5.96,13.92,7.39,27.1,,,,0.44,16,4,6.55,289,941d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390130,d9024a18-5ac4-4fcd-8db4-e74652d96d30
31.1,396.9,0,0.13,5.96,13.92,6.27,28.6,,,,0.44,16,4,6.68,289,931d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390129,d9024a18-5ac4-4fcd-8db4-e74652d96d30
42.3,396.9,0,0.08,5.5,13.92,10.4,21.7,,,,0.44,16,4,6.01,289,911d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390128,d9024a18-5ac4-4fcd-8db4-e74652d96d30
18.4,396.9,0,0.08,5.5,13.92,8.58,23.9,,,,0.44,16,4,6.13,289,901d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390127,d9024a18-5ac4-4fcd-8db4-e74652d96d30
23.4,396.9,0,0.04,5.12,4.95,4.7,27.9,,,,0.41,19.2,4,6.63,245,8f1d0bf0-c96e-ea11-a811-000d3af77de6,80,,,Active,Active,,,3390126,d9024a18-5ac4-4fcd-8db4-e74652d96d30
27.7,396.9,0,0.08,5.12,4.95,3.56,37.3,,,,0.41,19.2,4,7.15,245,8e1d0bf0-c96e-ea11-a811-000d3af77de6,80,,,Active,Active,,,3390125,d9024a18-5ac4-4fcd-8db4-e74652d96d30
27.9,396.9,0,0.04,5.12,4.95,3.33,28.5,,,,0.41,19.2,4,6.86,245,8d1d0bf0-c96e-ea11-a811-000d3af77de6,80,,,Active,Active,,,3390124,d9024a18-5ac4-4fcd-8db4-e74652d96d30
22.9,371.72,0,0.04,7.32,5.32,9.51,24.8,,,,0.4,16.6,6,6.56,293,8c1d0bf0-c96e-ea11-a811-000d3af77de6,52.5,,,Active,Active,,,3390123,d9024a18-5ac4-4fcd-8db4-e74652d96d30
45.6,396.9,0,0.05,7.32,5.32,7.6,22.3,,,,0.4,16.6,6,6.32,293,8b1d0bf0-c96e-ea11-a811-000d3af77de6,52.5,,,Active,Active,,,3390122,d9024a18-5ac4-4fcd-8db4-e74652d96d30
31.3,396.9,0,0.04,7.32,5.32,7.14,23.2,,,,0.4,16.6,6,6.21,293,8a1d0bf0-c96e-ea11-a811-000d3af77de6,52.5,,,Active,Active,,,3390121,d9024a18-5ac4-4fcd-8db4-e74652d96d30
31.5,341.6,0,0.02,9.09,1.76,12.93,20.1,,,,0.38,18.2,1,6.23,241,891d0bf0-c96e-ea11-a811-000d3af77de6,80,,,Active,Active,,,3390120,d9024a18-5ac4-4fcd-8db4-e74652d96d30
31.9,394.72,0,0.01,7.31,2.25,8.23,22,,,,0.39,15.3,1,6.45,300,881d0bf0-c96e-ea11-a811-000d3af77de6,55,,,Active,Active,,,3390119,d9024a18-5ac4-4fcd-8db4-e74652d96d30
20.8,394.72,0,0.01,7.31,2.97,7.85,32.2,,,,0.4,15.3,1,7.09,285,871d0bf0-c96e-ea11-a811-000d3af77de6,90,,,Active,Active,,,3390118,d9024a18-5ac4-4fcd-8db4-e74652d96d30
24.8,395.52,1,0.02,5.88,1.21,3.16,50,,,,0.4,13.6,1,7.92,198,861d0bf0-c96e-ea11-a811-000d3af77de6,90,,,Active,Active,,,3390117,d9024a18-5ac4-4fcd-8db4-e74652d96d30
49.7,377.07,1,0.06,5.21,3.33,3.01,46,,,,0.44,14.9,5,7.64,216,841d0bf0-c96e-ea11-a811-000d3af77de6,20,,,Active,Active,,,3390116,d9024a18-5ac4-4fcd-8db4-e74652d96d30
37.2,392.23,0,0.04,5.24,3.33,4.59,35.4,,,,0.44,14.9,5,6.97,216,831d0bf0-c96e-ea11-a811-000d3af77de6,20,,,Active,Active,,,3390115,d9024a18-5ac4-4fcd-8db4-e74652d96d30
64.5,387.31,0,0.04,4.69,3.33,3.76,45.4,,,,0.44,14.9,5,7.82,216,821d0bf0-c96e-ea11-a811-000d3af77de6,20,,,Active,Active,,,3390114,d9024a18-5ac4-4fcd-8db4-e74652d96d30
32.2,396.9,0,0.21,4.1,3.33,4.85,35.1,,,,0.44,14.9,5,6.81,216,811d0bf0-c96e-ea11-a811-000d3af77de6,20,,,Active,Active,,,3390113,d9024a18-5ac4-4fcd-8db4-e74652d96d30
32.1,396.9,0,0.08,4.14,6.41,7.19,29.1,,,,0.45,17.6,4,6.48,254,801d0bf0-c96e-ea11-a811-000d3af77de6,40,,,Active,Active,,,3390112,d9024a18-5ac4-4fcd-8db4-e74652d96d30
